Country,City,AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value
Italy,Santeramo In Colle,39,37,5,39
Brazil,Sao Francisco,19,12,0,19
Brazil,Sao Jose Dos Pinhais,37,16,1,37
France,Sarrebourg,63,20,4,63
India,Satna,193,47,0,193
Indonesia,Sawangan,205,205,4,171
Germany,Schwabisch Gmund,54,28,4,54
Russian Federation,Shalushka,49,41,0,49
India,Shirwal,88,23,0,88
United States of America,Sylacauga,76,17,5,76
China,Taipei,167,167,1,124
China,Taiyuan,138,138,2,79
Spain,Talavera De La Reina,37,18,3,37
Ukraine,Stakhanov,37,37,1,11
United States of America,Statesboro,57,30,3,57
China,Suao,140,140,0,106
Japan,Sukumo,49,49,0,25
United States of America,Westmont,122,4,36,122
Germany,Wolgast,49,35,2,49
United Kingdom of Great Britain and Northern Ireland,Wolverhampton,32,32,3,22
China,Yangmei,128,128,4,122
United States of America,Zachary,60,25,11,60
Myanmar,Ye,34,22,0,34
China,Yichun,46,28,0,46
Mexico,Zacatecas,44,24,1,44
Mexico,Zacatelco,209,4,14,209
Croatia,Zadar,71,38,1,71
Philippines,Zamboanga,54,14,0,54
Peru,Zarumilla,51,18,1,51
Kazakhstan,Zaysan,33,33,0,26
Ukraine,Zhovkva,67,32,2,67
Spain,Zumarraga,61,19,3,61
Netherlands,Zeist,31,26,5,31
Russian Federation,Zelenokumsk,54,37,0,54
Czechia,Frenstat,62,39,1,62
Colombia,Fresno,64,10,3,64
Japan,Fukumitsu,43,43,1,29
China,Gaoyou,188,188,5,136
Mexico,Garza Garcia,87,4,11,87
Turkmenistan,Gazojak,55,44,0,55
Germany,Georgsmarienhutte,36,34,1,36
Turkey,Gerede,39,39,0,20
Turkey,Goksun,63,28,1,63
United States of America,Greeley,63,20,7,63
Australia,Goulburn,22,22,0,15
South Africa,Boksburg,500,1,30,500
Sweden,Bollnas,28,28,0,16
Bosnia and Herzegovina,Bosanska Krupa,55,43,0,55
Netherlands,Boxtel,30,30,2,26
United States of America,Brent,85,14,11,85
Netherlands,Breukelen,35,35,1,26
United States of America,Buffalo,39,38,2,39
India,Bundu,166,53,0,166
United Kingdom of Great Britain and Northern Ireland,Bury Saint Edmunds,26,20,8,26
Tajikistan,Buston,129,71,0,129
United Republic of Tanzania,Butiama,26,14,0,26
Colombia,Carepa,18,14,0,18
Italy,Cascina,43,43,1,19
Uganda,Fort Portal,65,15,0,65
United States of America,Franklin Square,65,23,15,65
Denmark,Fredericia,36,31,0,36
China,Fuxin,101,101,1,100
Philippines,Gapan,71,26,1,71
Belgium,Gerpinnes,39,22,5,39
Italy,Giffoni Valle Piana,51,49,1,51
Spain,Gijon,41,32,2,41
Côte d'Ivoire,Daloa,72,6,1,72
Germany,Dassel,36,27,2,36
Belgium,De Haan,32,32,1,31
Indonesia,Denpasar,39,24,0,39
Russian Federation,Devyatka,45,33,0,45
India,Dharmanagar,60,41,1,60
India,Dhuburi,80,69,1,80
India,Dhulagari,197,94,4,197
Brazil,Dom Pedro,52,1,2,52
India,Channagiri,60,22,0,60
France,Charenton Le Pont,39,26,3,39
Russian Federation,Chegdomyn,30,30,0,25
Guatemala,Chicacao,108,5,14,108
Ecuador,Chone,31,21,1,31
United States of America,Citrus,116,9,31,116
Italy,Civita Castellana,43,43,2,42
Brazil,Colinas,27,14,0,27
Mexico,Comitan,56,13,3,56
Guatemala,Comitancillo,82,7,10,82
Brazil,Conselheiro Lafaiete,70,0,8,70
Côte d'Ivoire,Duekoue,55,5,0,55
Belgium,Eghezee,40,21,6,40
United States of America,El Paso,100,19,10,100
Brazil,Espumoso,22,22,0,11
United States of America,Eufaula,81,11,7,81
Portugal,Fanzeres,31,21,5,31
Russian Federation,Berezniki,28,28,1,28
Cameroon,Betare Oya,58,5,0,58
United States of America,Bettendorf,57,28,6,57
Kazakhstan,Beyneu,57,40,0,57
India,Bhusawal,143,34,0,143
Germany,Schermbeck,32,32,2,32
Germany,Schweinfurt,64,35,3,64
Romania,Scornicesti,39,39,0,22
France,Seclin,48,25,5,48
China,Shaping,207,207,4,154
Russian Federation,Shushary,39,38,4,39
India,Singur,169,115,5,169
,Sitangkai,36,14,0,36
South Africa,Siyabuswa,166,13,11,166
Colombia,Soledad,110,17,3,110
Costa Rica,San Isidro,52,3,12,52
Colombia,San Juan Nepomuceno,65,11,6,65
Mexico,San Miguel El Alto,50,26,1,50
Mexico,Santa Rosalia,86,24,0,86
Russian Federation,Solikamsk,32,32,0,16
Indonesia,Sooko,140,71,1,140
Greece,Sparti,57,46,0,57
South Africa,Standerton,84,13,13,84
Poland,Starachowice,82,35,1,82
Poland,Strzegom,82,38,1,82
Japan,Sueyoshi,39,39,1,31
Indonesia,Jatiwangi,63,37,1,63
Ukraine,Kaharlyk,53,43,0,53
United Republic of Tanzania,Kaliua,32,14,0,32
Germany,Kalkar,33,33,2,33
India,Kamalganj,360,49,1,301
,Dalianwan,105,105,3,74
Netherlands,Deurne,41,28,4,41
India,Dig,231,43,0,231
Cameroon,Djang,76,14,1,76
Brazil,Coaraci,36,7,2,36
Brazil,Conceicao Do Mato Dentro,42,2,3,42
Nicaragua,Condega,20,11,1,20
United States of America,Cudahy,141,3,37,141
Republic of Moldova,Glodeni,67,45,0,67
Poland,Glogow,38,27,1,38
Azerbaijan,Goycay,53,37,0,53
Colombia,Envigado,117,1,8,117
India,Falakata,139,66,1,139
India,Farakka,198,128,1,198
Germany,Felsberg,33,33,3,33
Paraguay,Fernando De La Mora,59,12,2,59
Estonia,Haapsalu,36,36,0,33
China,Hecun,166,166,4,140
Russian Federation,Uryupinsk,51,39,0,51
Spain,Valdemoro,31,27,3,31
Lithuania,Varena,51,34,0,51
Brazil,Vassouras,152,12,15,152
United States of America,Verona,66,4,11,66
Brazil,Viamao,49,17,3,49
Italy,Vibo Valentia,46,46,0,39
Germany,Tornesch,32,32,2,26
Uganda,Tororo,80,35,2,80
China,Toucheng,62,46,2,62
France,Trappes,46,19,4,46
Madagascar,Tsiroanomandidy,29,22,0,29
China,Tuku,174,174,10,154
Russian Federation,Tulun,37,36,0,37
Russian Federation,Udachnyy,33,33,0,19
United States of America,West Hempstead,75,41,10,75
United States of America,Whitehall,45,31,7,45
Austria,Wiener Neustadt,35,28,1,35
United States of America,Williston,46,28,1,46
Namibia,Windhoek,50,22,0,50
United Kingdom of Great Britain and Northern Ireland,Witney,29,29,1,25
Germany,Wittstock,38,38,0,21
United States of America,Wood Dale,82,7,30,82
China,Xihe,149,149,1,88
Philippines,Vinzons,41,23,0,41
Germany,Vlotho,37,37,1,24
Russian Federation,Volchikha,37,37,0,26
South Africa,Warrenton,33,21,1,33
United States of America,Wauwatosa,54,12,17,54
Ukraine,Kaniv,51,43,0,51
Zambia,Kansanshi,53,21,0,53
Japan,Karasuyama,43,43,1,36
United States of America,Kearny,60,42,6,60
Chad,Kelo,65,12,0,65
India,Pilani,500,39,0,433
United States of America,Pinehurst,61,30,3,61
United States of America,Pittsburg,73,27,4,73
Spain,Paterna,35,35,0,18
Canada,Kingston,36,36,1,31
Zambia,Kitwe,56,22,0,56
Russian Federation,Korenovsk,36,36,2,30
Italy,Rovereto,28,28,1,12
Kenya,Ruiru,92,22,1,92
France,Rumilly,34,30,1,34
France,Saint Denis,43,28,0,43
France,Sainte Marie,43,28,0,43
Turkey,Salihli,55,55,0,27
Serbia,Presevo,53,39,1,53
Iran (Islamic Republic of),Qom,214,214,7,175
Poland,Rogozno,32,32,0,29
Spain,Santa Brigida,37,37,0,16
Colombia,Santa Marta,75,13,0,75
Brazil,Santo Amaro,71,5,7,71
Brazil,Santo Antonio,34,17,1,34
United States of America,Sartell,36,36,5,31
Italy,Sasso Marconi,55,38,1,55
Italy,Scandiano,60,38,1,60
Russian Federation,Schlusselburg,39,39,1,18
France,Sens,35,26,2,35
India,Pihani,157,119,1,157
Philippines,Pio Duran,36,25,0,36
Russian Federation,Platnirovskaya,38,38,0,13
South Africa,Plettenberg Bay,35,19,1,35
Slovakia,Poprad,60,41,0,60
United States of America,Port Lavaca,48,20,1,48
India,Patamundai,133,75,1,133
United States of America,Pell City,108,4,19,108
United Kingdom of Great Britain and Northern Ireland,Peterlee,32,32,1,13
Germany,Petershagen,71,36,6,71
Poland,Skarzysko Kamienna,32,28,1,32
Poland,Slubice,58,36,1,58
Indonesia,Soe,21,19,0,21
Germany,Schwabach,63,30,3,63
India,Seohara,134,95,1,134
Turkey,Sereflikochisar,66,35,1,66
Uganda,Kisoro,180,22,1,180
Japan,Kitaibaraki,55,21,8,55
India,Kombai,73,14,4,73
Russian Federation,Krasnyy Kut,44,44,0,15
Lithuania,Kretinga,34,34,0,24
India,Kumbakonam,92,29,4,92
,Kupang,64,24,0,64
Serbia,Kursumlija,57,44,0,57
Spain,La Puebla Del Rio,43,43,0,19
Brazil,Laguna,26,26,0,25
United States of America,Lake Ridge,43,42,2,43
United States of America,Lakewood,98,19,22,98
France,Lamentin,49,28,0,49
Belgium,Landen,56,39,1,56
Italy,Laterza,60,60,0,50
United States of America,Lemay,79,73,2,79
Germany,Lennestadt,53,46,0,53
Haiti,Les Cayes,102,31,0,102
France,Les Herbiers,40,40,0,21
United States of America,Lexington,47,47,1,20
Portugal,Lisbon,41,41,1,19
France,Lons Le Saunier,70,43,0,70
India,Lormi,158,37,11,158
Portugal,Loule,45,45,0,22
Russian Federation,Lysva,40,40,0,39
Netherlands,Maasbree,50,38,1,50
China,Maba,99,20,14,99
Italy,Sassari,47,47,0,30
Germany,Schmalkalden,56,48,0,56
Germany,Schwabmunchen,67,59,0,67
Philippines,Seit,16,16,0,8
Germany,Seligenstadt,60,59,0,60
South Africa,Senekal,35,24,1,35
Pakistan,Setharja,151,26,3,151
China,Shalu,155,14,47,155
China,Shashi,152,32,20,152
Portugal,Beja,37,37,1,13
Italy,Bernalda,59,38,3,59
Germany,Bestwig,43,37,1,43
Bosnia and Herzegovina,Bijeljina,76,35,2,76
Belgium,Bilzen,50,30,3,50
Spain,Boadilla Del Monte,28,28,2,14
Panama,Changuinola,34,20,0,34
India,Chapar,51,41,0,51
Thailand,Chiang Khong,26,24,0,26
Poland,Chrzanow,84,38,3,84
United States of America,Claremont,109,4,29,109
Mexico,Coatepec,111,7,7,111
United States of America,Crawfordsville,42,34,7,42
Brazil,Cristalina,31,11,1,31
Mexico,Cuilapam,72,4,7,72
Kazakhstan,Balkhash,60,33,0,60
Syrian Arab Republic,Baniyas,57,45,1,57
India,Bardoli,151,25,0,151
United States of America,Bardstown,61,46,4,61
Brazil,Barreiros,31,22,0,31
Ecuador,Cariamanga,41,4,2,41
United States of America,Cartersville,66,32,11,66
United States of America,Carthage,60,32,2,60
Brazil,Catende,25,17,1,25
Brazil,Caxias,49,7,1,49
South Africa,Bronkhorstspruit,156,15,15,156
India,Budhlada,151,125,0,151
United States of America,Bakersfield,61,22,12,61
Thailand,Bamnet Narong,24,24,0,21
India,Banapur,152,87,1,152
,Bang Lamung,37,17,1,37
Slovakia,Bardejov,71,42,0,71
Philippines,Bislig,31,18,0,31
Indonesia,Blora,81,69,1,81
Sweden,Boden,32,32,0,6
Poland,Boleslawiec,71,39,1,71
Brazil,Boqueirao,39,13,1,39
Mali,Bougouni,89,16,0,89
Germany,Bretzfeld,55,37,3,55
Serbia,Becej,57,46,0,57
Ukraine,Berezhany,63,29,2,63
Germany,Bergneustadt,64,33,4,64
Turkey,Besikduzu,32,32,0,14
India,Aurad,152,41,0,152
Germany,Bad Bramstedt,51,31,4,51
Germany,Bad Soden Salmunster,67,38,4,67
Togo,Badou,59,18,0,59
Italy,Arluno,68,37,3,68
Egypt,Asyut,151,65,1,151
Togo,Bafilo,43,19,0,43
France,Bailleul,37,37,0,37
India,Baripada,109,25,4,109
Belize,Belmopan,59,24,0,59
United States of America,Berkeley Heights,49,46,1,49
United States of America,Billerica,40,36,1,40
Brazil,Boca Do Acre,30,5,0,30
Romania,Bolintinu Din Vale,56,47,0,56
Brazil,Brasileia,30,8,0,30
United Kingdom of Great Britain and Northern Ireland,Bridlington,43,38,1,43
Turkey,Bucak,56,42,0,56
Colombia,Buga,17,13,0,17
Kenya,Butere,112,17,2,112
United States of America,Butte,46,27,0,46
Italy,Carovigno,77,69,0,77
Spain,Cartama,43,43,0,19
Portugal,Charneca De Caparica,39,39,1,22
France,Chateauroux,58,38,0,58
United Kingdom of Great Britain and Northern Ireland,Cheshunt,33,31,1,33
India,Chhatarpur,168,74,3,168
United States of America,Claremore,56,46,3,56
Portugal,Abrantes,34,34,1,16
Brazil,Acarau,44,22,0,44
Eritrea,Addi Ugri,75,26,0,75
Benin,Allada,79,18,2,79
United States of America,Allouez,30,30,3,28
Spain,Muros,36,36,2,15
Myanmar,Myanaung,42,23,0,42
India,Narayanavanam,72,27,0,72
Spain,Naron,34,34,2,20
United States of America,Nashua,68,14,14,68
United States of America,Newton,41,37,2,41
United States of America,Norman,78,28,2,78
Cameroon,Obala,86,24,0,86
Uzbekistan,Ohangaron,109,64,1,109
China,Linshui,200,200,7,163
Germany,Lubbenau,65,36,2,65
France,Luce,74,21,5,74
Russian Federation,Lyubinskiy,38,35,0,38
South Africa,Mabopane,228,14,19,228
India,Mahbubnagar,65,23,1,65
Croatia,Makarska,58,35,1,58
United States of America,Manassas,47,39,6,47
,Marina,37,37,3,27
Germany,Marl,36,33,2,36
Egypt,Marsa Matruh,59,57,0,59
India,Medak,101,27,0,101
United States of America,Medford,68,21,23,68
United States of America,Melrose Park,52,31,10,52
United States of America,Mililani Town,31,31,0,30
United States of America,Millville,77,54,2,77
Myanmar,Minbu,25,25,0,19
Dominican Republic,Monte Cristi,63,18,5,63
France,Montelimar,123,22,4,123
United States of America,Morgan City,51,26,1,51
Brazil,Presidente Olegario,42,6,2,42
Egypt,Qena,148,60,0,148
Israel,Qiryat Bialik,82,46,6,82
Brazil,Quixeramobim,23,11,1,23
Tunisia,Qurunbaliyah,52,52,2,42
Republic of North Macedonia,Lipkovo,86,47,0,86
United States of America,Little Ferry,74,18,19,74
Russian Federation,Lokomotivnyy,36,36,0,19
Brazil,Luz,40,6,2,40
Belgium,Machelen,58,30,6,58
Myanmar,Mae Sai,34,23,0,34
Russian Federation,Magdagachi,52,26,0,52
Indonesia,Majalaya,84,48,1,84
India,Malkangiri,152,47,0,152
Turkey,Manisa,86,48,1,86
United States of America,Rosedale,42,30,9,42
United States of America,Rutherford,71,19,18,71
Japan,Sadowara,26,26,1,21
Mexico,Ramos Arizpe,81,12,5,81
Italy,Ravenna,70,49,1,70
France,Rennes,51,27,3,51
Switzerland,Richterswil,53,30,1,53
Brazil,Rio Claro,151,4,10,151
Colombia,Riohacha,160,22,0,160
United States of America,Rogers,49,33,4,49
Viet Nam,Son Tay,194,194,2,150
Belgium,Sprimont,63,35,4,63
Bulgaria,Stara Zagora,54,44,0,54
Russian Federation,Stavropol,36,28,1,36
United States of America,Lake Mary,59,14,14,59
United States of America,Lakeland,67,1,23,67
France,Le Kremlin Bicetre,72,27,6,72
South Africa,Lebowakgomo,168,24,6,168
Sweden,Lerum,42,42,2,24
Brazil,Missao Velha,37,9,3,37
Guatemala,Mixco,87,6,7,87
United Republic of Tanzania,Mkuranga,35,19,0,35
Central African Republic,Mongoumba,83,19,0,83
Russian Federation,Monino,65,18,12,65
United States of America,Montclair,69,20,16,69
Mali,Markala,74,16,0,74
Morocco,Marrakesh,52,25,3,52
Jamaica,May Pen,125,16,7,125
Germany,Merzig,64,33,4,64
Uganda,Mukono,94,23,1,94
United Republic of Tanzania,Muriti,59,18,0,59
United States of America,Muskegon Heights,54,32,4,54
Zimbabwe,Mutare,29,21,0,29
Burundi,Muyinga,64,17,1,64
United Republic of Tanzania,Namikupa,26,22,0,26
,Naruto,27,27,3,22
Japan,Natori,94,94,2,64
India,Navsari,114,26,0,114
France,Neuilly Sur Marne,71,28,6,71
United States of America,New Bern,45,45,3,26
Poland,Nidzica,34,34,0,24
Belgium,Ninove,66,30,6,66
Japan,Ome,62,52,1,62
Italy,Opera,66,37,3,66
Philippines,Orion,43,27,1,43
Russian Federation,Osinniki,43,43,1,29
Sweden,Oskarshamn,37,37,0,18
Portugal,Ourem,30,30,2,21
India,Pakaur,85,47,2,85
Italy,Palagonia,56,44,1,56
Indonesia,Palimanan,67,48,1,67
Ghana,Kpandu,66,17,1,66
,Kristiansund,29,29,0,11
Spain,La Baneza,19,19,1,16
France,La Garenne Colombes,71,28,5,71
United States of America,La Puente,140,2,34,140
Indonesia,Labuhan Deli,103,63,1,103
Germany,Norden,43,30,4,43
United States of America,North Branch,50,28,4,50
United States of America,North Creek,80,24,11,80
United States of America,North Las Vegas,57,12,17,57
Philippines,Noveleta,48,27,1,48
Ukraine,Novyy Buh,35,35,1,18
United States of America,Odenton,49,29,10,49
United States of America,San Fernando,109,6,28,109
Guatemala,San Francisco Zapotitlan,99,7,11,99
Guatemala,San Juan Cotzal,52,7,4,52
Argentina,San Juan,26,8,4,26
Italy,San Martino Di Lupari,67,39,2,67
Portugal,Santarem,29,29,3,24
Brazil,Sao Bernardo,26,11,0,26
Brazil,Sao Jeronimo,19,15,2,19
Brazil,Sao Jose Do Rio Preto,36,4,2,36
Japan,Shimminato,39,39,0,23
Japan,Shiroi,40,39,2,40
United States of America,Shively,56,30,10,56
United States of America,Sidney,50,26,8,50
Italy,Siena,40,40,2,27
Sudan,Sinkat,170,24,0,170
Belgium,Sint Truiden,39,31,3,39
United States of America,Skokie,82,9,31,82
Croatia,Slavonski Brod,56,30,1,56
Bulgaria,Sliven,39,39,0,24
France,Sotteville Les Rouen,40,21,3,40
France,Sucy En Brie,50,22,5,50
Poland,Swietochlowice,49,27,2,49
China,Tainan,78,33,7,78
India,Tajpur,500,67,1,500
Chile,Talcahuano,54,9,9,54
Estonia,Tallinn,96,25,5,96
Mexico,Tamuin,55,21,2,55
Brazil,Taquari,34,13,2,34
Russian Federation,Tbilisskaya,40,40,2,31
Mexico,Tecate,62,19,13,62
Belgium,Temse,42,24,5,42
France,Issoudun,44,20,3,44
Brazil,Itajuipe,39,8,3,39
India,Jaitaran,190,36,0,190
Finland,Jamsa,35,35,1,34
India,Jansath,500,48,1,500
Brazil,Jarinu,90,8,10,90
Germany,Nordhorn,32,32,2,27
United States of America,Normal,54,16,12,54
United States of America,North Royalton,48,31,8,48
France,Noumea,28,28,0,7
Slovakia,Nova Dubnica,43,28,1,43
Germany,Nuremberg,29,29,1,26
United States of America,Oak Ridge,50,16,11,50
Japan,Ogaki,52,46,4,52
Japan,Ogori,46,46,1,41
Italy,Oleggio,34,34,3,30
India,Ondal,171,105,1,171
India,Palia Kalan,500,152,1,456
Uganda,Pallisa,73,34,1,73
Netherlands,Enkhuizen,38,38,0,36
Germany,Eschwege,55,46,0,55
Somalia,Eyl,73,19,0,73
United States of America,Farragut,40,40,5,33
China,Fengkou,173,2,39,173
China,Fengrun,110,69,15,110
Brazil,Florestopolis,34,19,0,34
India,Fort Gloster,194,11,19,194
United States of America,Foxborough,46,38,2,46
United States of America,Franklin Park,60,30,5,60
Italy,Frosinone,68,68,0,45
Japan,Fujioka,73,7,15,73
United States of America,Gary,61,35,4,61
Nigeria,Gbongan,79,43,0,79
Belgium,Genappe,54,40,1,54
Russian Federation,Sovetskaya Gavan,81,19,8,81
United States of America,Starkville,138,40,4,138
United States of America,Steger,57,38,3,57
United Kingdom of Great Britain and Northern Ireland,Stockton On Tees,40,38,0,40
Mexico,Suchiapa,67,29,1,67
Georgia,Sukhumi,40,36,0,40
Israel,Tayibe,56,45,4,56
Brazil,Terra Nova,26,20,0,26
Mexico,Teziutlan,67,29,1,67
Mexico,Tezoyuca,243,39,5,243
Philippines,Tigaon,54,21,1,54
Hungary,Tiszafured,60,50,0,60
Hungary,Tiszaujvaros,62,51,0,62
Mexico,Tlaxiaco,62,26,0,62
Colombia,Tocaima,86,12,4,86
Japan,Towada,100,37,10,100
Brazil,Tres Lagoas,51,29,0,51
Japan,Tsuchiura,65,27,11,65
Libya,Tukrah,119,37,0,119
United States of America,Ukiah,31,30,1,31
Malaysia,Sungai Udang,92,21,5,92
India,Suriapet,158,48,3,158
China,Taicheng,90,12,17,90
Indonesia,Tarakan,21,11,0,21
Spain,Tarifa,45,45,0,28
South Africa,Umkomaas,71,28,3,71
Russian Federation,Ust Katav,39,39,0,9
Brazil,Vazante,24,22,0,24
France,Vendome,56,34,1,56
Cuba,Venezuela,59,28,0,59
Mexico,Veracruz,55,26,1,55
Japan,Kani,53,34,3,53
United States of America,Kapaa,27,27,0,18
United Kingdom of Great Britain and Northern Ireland,Kendal,31,31,3,16
United States of America,Grand Prairie,55,30,5,55
United States of America,Groveton,52,27,10,52
Costa Rica,Guacimo,51,7,5,51
Mexico,Guerrero Negro,38,35,0,38
,Gwadar,153,38,0,153
Jamaica,Half Way Tree,105,20,3,105
United Kingdom of Great Britain and Northern Ireland,Hinckley,34,34,3,20
Germany,Hockenheim,72,36,3,72
Germany,Holzwickede,62,30,7,62
Mexico,Huamantla,168,7,9,168
United States of America,Huntington Beach,70,20,19,70
United States of America,Huron,56,39,1,56
Italy,Iesolo,75,42,2,75
United Republic of Tanzania,Igurubi,35,14,0,35
Brazil,Ipojuca,39,13,4,39
Brazil,Itatiaia,56,10,3,56
Russian Federation,Kamen Na Obi,43,43,0,26
France,Frejus,42,42,1,28
Spain,Galapagar,59,19,5,59
United States of America,Galena Park,104,9,12,104
Sweden,Falkenberg,37,37,1,34
Portugal,Feira,32,32,2,20
India,Lalsot,177,43,0,177
Germany,Langenfeld,35,26,4,35
United States of America,Lawrence,45,45,2,37
France,Le Creusot,35,25,1,35
United States of America,Leeds,35,29,5,35
,Leirvik,31,31,0,15
Italy,Leonforte,44,42,0,44
United States of America,Lexington Fayette,66,21,15,66
China,Luancheng,185,185,5,154
Japan,Maebaru,52,45,4,52
India,Mailani,500,116,1,471
India,Makum,51,24,1,51
Cuba,Manati,122,30,0,122
India,Mandapam,58,33,0,58
India,Mandapeta,153,52,0,153
Tunisia,Manzil Tamim,47,47,1,47
Russian Federation,Yemelyanovo,50,38,0,50
South Sudan,Yirol,63,12,0,63
United States of America,Youngstown,51,30,9,51
Netherlands,Zaanstad,38,28,5,38
Pakistan,Zahir Pir,219,49,0,219
Pakistan,Zaida,198,198,1,135
Netherlands,Zuidhorn,30,30,3,27
United States of America,Hillside,64,45,6,64
India,Hiriyur,61,25,0,61
Mexico,Huixtla,98,9,8,98
United States of America,Humacao,97,25,0,97
Yemen,Ibb,156,46,0,156
Brazil,Ibiruba,25,11,2,25
Peru,Ica,23,11,1,23
Nigeria,Ikole,75,24,1,75
Sierra Leone,Freetown,27,22,0,27
Russian Federation,Furmanov,30,30,0,14
South Africa,Marquard,73,21,2,73
Zambia,Mazabuka,35,20,0,35
United States of America,Memphis,67,29,6,67
South Africa,Krugersdorp,99,20,9,99
United States of America,La Grande,29,29,1,29
Italy,Adria,87,65,0,87
India,Alandur,115,36,5,115
Brazil,Alta Floresta,21,13,0,21
Brazil,Amarante Do Maranhao,29,13,0,29
Iran (Islamic Republic of),Azar Shahr,72,47,0,72
China,Badaojiang,67,48,1,67
Bangladesh,Badarganj,97,34,6,97
India,Buldana,100,36,0,100
Germany,Burgkirchen,66,36,2,66
Chile,Cabildo,97,1,13,97
Brazil,Caico,23,13,0,23
Australia,Cairns,28,28,0,24
United States of America,Caledonia,53,17,14,53
Brazil,Cangucu,20,20,0,9
Philippines,Carigara,61,23,0,61
United States of America,Chesapeake,36,36,7,24
India,Chittur,69,24,1,69
United States of America,Chowchilla,55,35,3,55
United States of America,Colonial Park,67,20,17,67
Italy,Conegliano,69,39,2,69
Poland,Czechowice Dziedzice,77,39,3,77
Italy,Corigliano Calabro,89,44,1,89
Russian Federation,Dalnerechensk,38,25,0,38
Egypt,Damietta,71,38,1,71
India,Dandeli,31,27,1,31
South Africa,De Aar,21,16,1,21
Netherlands,Delft,54,35,5,54
Democratic Republic of the Congo,Demba,175,54,2,175
India,Digapahandi,153,85,1,153
Côte d'Ivoire,Dimbokro,52,14,0,52
Germany,Donauworth,63,35,3,63
United Kingdom of Great Britain and Northern Ireland,Dalkeith,59,30,0,59
India,Deoli,150,38,0,150
India,Dharampuri,153,36,0,153
Greece,Diavata,64,47,1,64
Belgium,Dinant,43,23,5,43
Mali,Dire,33,18,0,33
Ukraine,Dzhankoy,45,45,0,42
Bulgaria,Elhovo,37,37,1,24
Russian Federation,Novomoskovsk,45,31,0,45
Russian Federation,Novopodrezkovo,53,28,6,53
Pakistan,Nowshera,202,202,2,104
Russian Federation,Noyabrsk,41,28,0,41
Uzbekistan,Nurota,142,40,0,142
Germany,Oberkirch,31,28,2,31
Serbia,Nova Pazova,71,33,2,71
Japan,Yuki,73,17,16,73
Venezuela (Bolivarian Republic of),Zaraza,38,21,0,38
Russian Federation,Zarechnyy,41,41,0,28
United States of America,Yeehaw Junction,45,45,1,18
Ukraine,Berdychiv,36,36,1,19
India,Bodhan,112,29,0,112
France,Chateaudun,69,19,4,69
United States of America,Chattanooga,71,31,7,71
Russian Federation,Chernyakhovsk,52,25,1,52
United Kingdom of Great Britain and Northern Ireland,Chesham,26,22,5,26
India,Chettipalaiyam,55,23,0,55
China,Chupei,57,46,1,57
Cuba,Ciego De Avila,39,20,1,39
Mexico,Compostela,56,11,3,56
China,Baijiantan,103,42,0,103
India,Baloda,178,103,3,178
Philippines,Bayugan,44,18,0,44
Portugal,Arrentela,36,36,4,18
India,Asansol,124,124,1,122
Russian Federation,Astrakhan,43,43,0,14
Portugal,Aveiro,32,32,2,29
Mauritania,Bababe,224,24,0,224
Cameroon,Bafut,100,12,1,100
United States of America,Carol Stream,52,32,9,52
France,Carquefou,29,29,3,15
Italy,Cerea,67,29,10,67
Italy,Cerro Maggiore,75,33,6,75
United Republic of Tanzania,Chalinze,22,16,0,22
United States of America,Brownsburg,54,33,9,54
Netherlands,Bunschoten,30,30,2,16
Viet Nam,Buon Me Thuot,46,26,0,46
Poland,Busko Zdroj,80,35,2,80
Brazil,Cabrobo,15,15,0,13
Brazil,Cafelandia,48,11,1,48
United States of America,Richmond Heights,57,36,3,57
